,Brand,Title,Name,Price,Rating,URL,Description,Clean_Text
644,Mediwalk,Mens Comfortable Trending Latest Premium Slippers (Pack Of 2) Slippers  (Multicolor 10),Mediwalk Mens Comfortable Trending Latest Premium Slippers (Pack Of 2) Slippers,265.0,3.7,https://www.flipkart.com/mediwalk-mens-comfortable-trending-latest-premium-slippers-pack-2/p/itma039e26ff62e0,Mediwalk Mens Comfortable Trending Latest Premium Slippers (Pack Of 2) Slippers Mens Comfortable Trending Latest Premium Slippers (Pack Of 2) Slippers  (Multicolor 10),mediwalk trend pack comfort slipper multicolor premium men latest
645,T-ROCK,Stylish Good Looking Casual Loafers Loafers For Men  (Brown),T-ROCK Stylish Good Looking Casual Loafers Loafers For Men,495.0,3.9,https://www.flipkart.com/t-rock-stylish-good-looking-casual-loafers-men/p/itm544e39732efd3,T-ROCK Stylish Good Looking Casual Loafers Loafers For Men Stylish Good Looking Casual Loafers Loafers For Men  (Brown),loafer look brown good men stylish casual
646,World Wear Footwear,"Men Grey, Green Clogs Sandal","World Wear Footwear Men Grey, Green Clogs",379.0,3.9,https://www.flipkart.com/world-wear-footwear-men-grey-green-clogs/p/itm1a572cedf2976,"World Wear Footwear Men Grey, Green Clogs Men Grey, Green Clogs Sandal",wear green world grey footwear sandal clog men
647,BRUTON,Trendy Sports Running Running Shoes For Men  (Grey),BRUTON Trendy Sports Running Running Shoes For Men,299.0,3.7,https://www.flipkart.com/bruton-trendy-sports-running-shoes-men/p/itm9f2badf43e6ac,BRUTON Trendy Sports Running Running Shoes For Men Trendy Sports Running Running Shoes For Men  (Grey),grey shoe sport run men bruton trendi
648,Paragon,K2201G Stylish Lightweight Washable AntiSkid Durable Trendy Casual Flip Flops  (Black 9),Paragon K2201G Stylish Lightweight Washable AntiSkid Durable Trendy Casual Flip Flops,272.0,4.1,https://www.flipkart.com/paragon-k2201g-stylish-lightweight-washable-antiskid-durable-trendy-casual-flip-flops/p/itm5d0cee4beb631,Paragon K2201G Stylish Lightweight Washable AntiSkid Durable Trendy Casual Flip Flops K2201G Stylish Lightweight Washable AntiSkid Durable Trendy Casual Flip Flops  (Black 9),stylish antiskid washabl paragon durabl black trendi flip lightweight flop casual
649,SFR,"2006 Trenddy Fashion Sporty Casuals Sneakers Running Shoes Sneakers For Men  (White, Black)",SFR 2006 Trenddy Fashion Sporty Casuals Sneakers Running Shoes Sneakers For Men,299.0,3.9,https://www.flipkart.com/sfr-2006-trenddy-fashion-sporty-casuals-sneakers-running-shoes-men/p/itmaa629a5a7dd60,"SFR 2006 Trenddy Fashion Sporty Casuals Sneakers Running Shoes Sneakers For Men 2006 Trenddy Fashion Sporty Casuals Sneakers Running Shoes Sneakers For Men  (White, Black)",sporti white sfr sneaker shoe casual run black men fashion trenddi
650,ROCKFIELD,Loafers For Men  (Brown),ROCKFIELD Loafers For Men,534.0,3.8,https://www.flipkart.com/rockfield-loafers-men/p/itmf7d093a574d32,ROCKFIELD Loafers For Men Loafers For Men  (Brown),rockfield brown men loafer
651,aadi,Men's Black Synthetic Leather Daily Casual Slider Slides  (Black 6),aadi Men's Black Synthetic Leather Daily Casual Slider Slides,299.0,3.8,https://www.flipkart.com/aadi-slides/p/itmef041e80fde34,aadi Men's Black Synthetic Leather Daily Casual Slider Slides Men's Black Synthetic Leather Daily Casual Slider Slides  (Black 6),daili slider slide synthet leather black men aadi casual
652,REEBOK,COMFORT INFUSED M Running Shoes For Men  (Grey),REEBOK COMFORT INFUSED M Running Shoes For Men,2119.0,4.2,https://www.flipkart.com/reebok-comfort-infused-m-running-shoes-men/p/itm10f7ad36dd9f4,REEBOK COMFORT INFUSED M Running Shoes For Men COMFORT INFUSED M Running Shoes For Men  (Grey),comfort reebok grey shoe run infus men
653,CAMPUS,ROYCE-2 Running Shoes For Men  (Blue),CAMPUS ROYCE-2 Running Shoes For Men,849.0,4.2,https://www.flipkart.com/campus-royce-2-running-shoes-men/p/itm95079a5f93a98,CAMPUS ROYCE-2 Running Shoes For Men ROYCE-2 Running Shoes For Men  (Blue),campu shoe blue run men
654,BIRDE,"Stylish Comfortable Lightweight,Men Slipper Slides Slides  (Black 6)","BIRDE Stylish Comfortable Lightweight,Men Slipper Slides Slides",249.0,3.6,https://www.flipkart.com/birde-stylish-comfortable-lightweight-men-slipper-slides/p/itm5486c3170fb04,"BIRDE Stylish Comfortable Lightweight,Men Slipper Slides Slides Stylish Comfortable Lightweight,Men Slipper Slides Slides  (Black 6)",stylish slide comfort slipper bird black men lightweight
655,Sparx,Men White Sneakers Sneakers For Men  (White),Sparx Men White Sneakers Sneakers For Men,719.0,4.2,https://www.flipkart.com/sparx-men-white-sneakers/p/itm1496d731e4c41,Sparx Men White Sneakers Sneakers For Men Men White Sneakers Sneakers For Men  (White),white sparx sneaker men
656,BRUTON,"Combo Pack Of 2 Lattest Collection shoes Running Shoes For Men  (Grey, Black)",BRUTON Combo Pack Of 2 Lattest Collection shoes Running Shoes For Men,399.0,3.6,https://www.flipkart.com/bruton-combo-pack-2-lattest-collection-shoes-sneakers-men/p/itm04e460c62b8b8,"BRUTON Combo Pack Of 2 Lattest Collection shoes Running Shoes For Men Combo Pack Of 2 Lattest Collection shoes Running Shoes For Men  (Grey, Black)",pack collect grey shoe run lattest men bruton black combo
657,CAMPUS,Men GC-15 Multicolor Casual Sandal,CAMPUS GC-15 Men Multicolor Casual,679.0,4.1,https://www.flipkart.com/campus-gc-15-men-multicolor-casual/p/itmb93dfee8fbd79,CAMPUS GC-15 Men Multicolor Casual Men GC-15 Multicolor Casual Sandal,campu multicolor sandal men casual
658,BRUTON,"Slippers  (Blue, Red 9)",BRUTON Slippers,249.0,3.7,https://www.flipkart.com/bruton-slippers/p/itm6840d01ab2050,"BRUTON Slippers Slippers  (Blue, Red 9)",red blue slipper bruton
659,asian,"Delta-20 White Sports,Casual,Walking,Gym, Walking Shoes For Men  (White)","asian Delta-20 White Sports,Casual,Walking,Gym, Walking Shoes For Men",749.0,4.0,https://www.flipkart.com/asian-delta-20-white-sports-casual-walking-gym-walking-shoes-men/p/itmb15dc7c96eabe,"asian Delta-20 White Sports,Casual,Walking,Gym, Walking Shoes For Men Delta-20 White Sports,Casual,Walking,Gym, Walking Shoes For Men  (White)",asian walk gym white shoe sport men casual
660,asian,"Thar-01 Navy Sports,Training,Gym,Walking,Stylish For Men  (Navy, Orange)","asian Thar-01 Navy Sports,Training,Gym,Walking,Stylish For Men",549.0,4.1,https://www.flipkart.com/asian-thar-01-navy-sports-training-gym-walking-stylish-men/p/itm8183ade8d1c60,"asian Thar-01 Navy Sports,Training,Gym,Walking,Stylish For Men Thar-01 Navy Sports,Training,Gym,Walking,Stylish For Men  (Navy, Orange)",orang asian walk navi gym sport men train stylish
661,ADIDAS,Glarus M Running Shoes For Men  (Blue),ADIDAS Glarus M Running Shoes For Men,1999.0,4.2,https://www.flipkart.com/adidas-glarus-m-running-shoes-men/p/itmb5f46e58aedc4,ADIDAS Glarus M Running Shoes For Men Glarus M Running Shoes For Men  (Blue),adida shoe blue run glaru men
662,KANEGGYE,Men White Sandal,KANEGGYE Men White Sandals,199.0,3.9,https://www.flipkart.com/kaneggye-men-white-sandals/p/itmd4880c18f4780,KANEGGYE Men White Sandals Men White Sandal,kaneggy white sandal men sandal
663,Zedz,"Zedz Sports Shoe Care Kit Cleaner  (Sports Shoes, Natural)",Zedz Sports Shoe Care Kit Cleaner,189.0,3.8,https://www.flipkart.com/zedz-sports-shoe-care-kit-cleaner/p/itmf9p6wnzqttur7,"Zedz Sports Shoe Care Kit Cleaner Zedz Sports Shoe Care Kit Cleaner  (Sports Shoes, Natural)",kit shoe natur zedz shoe care sport cleaner
665,asian,Wind-04 Walking Shoes For Men  (Multicolor),asian Wind-04 Walking Shoes For Men,549.0,4.1,https://www.flipkart.com/asian-wind-04-walking-shoes-men/p/itmd8009f4996146,asian Wind-04 Walking Shoes For Men Wind-04 Walking Shoes For Men  (Multicolor),asian walk shoe multicolor men
666,Krors,Mens White Casual Loafers Shoes Loafers For Men  (White),Krors Mens White Casual Loafers Shoes Loafers For Men,469.0,4.0,https://www.flipkart.com/krors-mens-white-casual-loafers-shoes-men/p/itm00162221744bc,Krors Mens White Casual Loafers Shoes Loafers For Men Mens White Casual Loafers Shoes Loafers For Men  (White),white casual shoe kror men men loafer
667,AJANTA,Casual Loafers For Men  (Brown),AJANTA Casual Loafers For Men,293.0,4.0,https://www.flipkart.com/ajanta-casual-loafers-men/p/itmb7532c1a54d6e,AJANTA Casual Loafers For Men Casual Loafers For Men  (Brown),casual ajanta brown men loafer
668,Teer,Men Brown Sandal,Teer Men Brown Sandals,225.0,3.2,https://www.flipkart.com/teer-men-brown-sandals/p/itm2cd345f241941,Teer Men Brown Sandals Men Brown Sandal,tshirtr brown sandal men sandal
669,COOPERWINGS,Party Wear For Men  (Black),COOPERWINGS Party Wear For Men,299.0,3.7,https://www.flipkart.com/cooperwings-party-wear-men/p/itm1883d4589b889,COOPERWINGS Party Wear For Men Party Wear For Men  (Black),cooperw wear black men parti
670,Sparx,Men White Sneakers Sneakers For Men  (White),Sparx Men White Sneakers Sneakers For Men,719.0,4.2,https://www.flipkart.com/sparx-canvas-casual-partywear-outdoor-sneakers-shoes-mens-boys-men/p/itm1496d731e4c41,Sparx Men White Sneakers Sneakers For Men Men White Sneakers Sneakers For Men  (White),white sparx sneaker men
671,BRUTON,Combo Pack Of 2 Casual Shoes Sneakers For Men  (Blue),BRUTON Combo Pack Of 2 Casual Shoes Sneakers For Men,399.0,3.8,https://www.flipkart.com/bruton-combo-pack-2-casual-shoes-sneakers-men/p/itmb842c6c92bd37,BRUTON Combo Pack Of 2 Casual Shoes Sneakers For Men Combo Pack Of 2 Casual Shoes Sneakers For Men  (Blue),pack sneaker casual shoe blue men bruton combo
672,HOTSTYLE,Trendy & Stylish Running Shoes For Men  (Black),HOTSTYLE Trendy & Stylish Running Shoes For Men,299.0,3.8,https://www.flipkart.com/hotstyle-running-shoes-men/p/itm0fc4e18fb0032,HOTSTYLE Trendy & Stylish Running Shoes For Men Trendy & Stylish Running Shoes For Men  (Black),hotstyl shoe run black men trendi stylish
673,Keyland,Men Blue Flats Sandal,Keyland Men Blue Flats,182.0,3.7,https://www.flipkart.com/keyland-men-blue-flats/p/itmafb46a2683bd1,Keyland Men Blue Flats Men Blue Flats Sandal,blue sandal men flat keyland
674,lejano,"Sneakers For Men  (White, Black)",lejano Sneakers For Men,490.0,4.1,https://www.flipkart.com/lejano-sneakers-men/p/itm4b0b77815451b,"lejano Sneakers For Men Sneakers For Men  (White, Black)",white sneaker black lejano men
675,BIRDE,"Combos Pack Of 2 Flip Flops For Men Slippers  (Grey, Black 7)",BIRDE Combos Pack Of 2 Flip Flops For Men Slippers,399.0,3.8,https://www.flipkart.com/birde-combos-pack-2-flip-flops-men-slippers/p/itm9f9c1e3375039,"BIRDE Combos Pack Of 2 Flip Flops For Men Slippers Combos Pack Of 2 Flip Flops For Men Slippers  (Grey, Black 7)",pack grey slipper bird black men flop combo flip
676,BIRDE,"Stylish Comfortable Lightweight,Men Slipper Slides Flip Flops  (Black 8)","BIRDE Stylish Comfortable Lightweight,Men Slipper Slides Flip Flops",249.0,4.1,https://www.flipkart.com/birde-stylish-comfortable-lightweight-men-slipper-slides-flip-flops/p/itmb15061229645d,"BIRDE Stylish Comfortable Lightweight,Men Slipper Slides Flip Flops Stylish Comfortable Lightweight,Men Slipper Slides Flip Flops  (Black 8)",stylish slide comfort slipper bird black men flop flip lightweight
677,BIRDE,Trendy Sport Shoes For Men Pack Of 2 Walking Shoes For Men  (Multicolor),BIRDE Trendy Sport Shoes For Men Pack Of 2 Walking Shoes For Men,499.0,3.7,https://www.flipkart.com/birde-trendy-sport-shoes-men-pack-2-walking/p/itmb1330c4be8ee9,BIRDE Trendy Sport Shoes For Men Pack Of 2 Walking Shoes For Men Trendy Sport Shoes For Men Pack Of 2 Walking Shoes For Men  (Multicolor),sport walk pack shoe multicolor bird men trendi
678,aadi,Fabric |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Outdoors For Men  (Black),aadi Fabric |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Outdoors For Men,299.0,3.8,https://www.flipkart.com/aadi-fabric-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-outdoors-men/p/itm18d0817d18e1e,aadi Fabric |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Outdoors For Men Fabric |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Outdoors For Men  (Black),use fabric black men aadi outdoor
680,NIKE,NK Downshifter 12 Men's Road Running Shoes Running Shoes For Men  (White),NIKE NK Downshifter 12 Men's Road Running Shoes Running Shoes For Men,3196.0,4.2,https://www.flipkart.com/nike-nk-downshifter-12-men-s-road-running-shoes-men/p/itm058c7425f56ec,NIKE NK Downshifter 12 Men's Road Running Shoes Running Shoes For Men NK Downshifter 12 Men's Road Running Shoes Running Shoes For Men  (White),downshift nike white shoe road run men nk
681,AAKA style,Durable and Comfortable Running Shoes Sneakers For Men  (Grey),AAKA style Durable and Comfortable Running Shoes Sneakers For Men,269.0,3.4,https://www.flipkart.com/aaka-style-durable-comfortable-running-shoes-sneakers-men/p/itmc598776cb71c5,AAKA style Durable and Comfortable Running Shoes Sneakers For Men Durable and Comfortable Running Shoes Sneakers For Men  (Grey),aaka sneaker comfort grey style shoe durabl run men
682,BRUTON,Combo Pack Of 2 Casual Shoes Sneakers For Men  (Black),BRUTON Combo Pack Of 2 Casual Shoes Sneakers For Men,399.0,3.7,https://www.flipkart.com/bruton-combo-pack-2-casual-shoes-sneakers-men/p/itm564e1264a8087,BRUTON Combo Pack Of 2 Casual Shoes Sneakers For Men Combo Pack Of 2 Casual Shoes Sneakers For Men  (Black),pack sneaker casual shoe men black bruton combo
683,Afashion,Shoes For Men Loafers For Men  (Brown),Afashion Shoes For Men Loafers For Men,665.0,3.9,https://www.flipkart.com/afashion-shoes-men-loafers/p/itm24517dad478c1,Afashion Shoes For Men Loafers For Men Shoes For Men Loafers For Men  (Brown),shoe brown men loafer afashion
684,RapidBox,High Tops For Men  (White),RapidBox High Tops For Men,599.0,4.4,https://www.flipkart.com/rapidbox-high-tops-men/p/itm72c4dab936b22,RapidBox High Tops For Men High Tops For Men  (White),white high top men rapidbox
685,PUMA,Hustle V2 Sneakers For Men  (Black),PUMA Hustle V2 Sneakers For Men,1599.0,4.2,https://www.flipkart.com/puma-hustle-v2-sneakers-men/p/itm7827dd756c4f3,PUMA Hustle V2 Sneakers For Men Hustle V2 Sneakers For Men  (Black),sneaker puma black men hustl
686,CAMPUS,Men 2GC-18 Navy Sandal,CAMPUS 2GC-18 Men Navy Sandals,599.0,4.0,https://www.flipkart.com/campus-2gc-18-men-blue-sandals/p/itma6a2e139fc522,CAMPUS 2GC-18 Men Navy Sandals Men 2GC-18 Navy Sandal,campu navi men sandal sandal
687,Svaar,Men Off White Clogs Sandal,Svaar Men Off White Clogs,499.0,4.2,https://www.flipkart.com/svaar-men-off-white-clogs/p/itm0495b9de56657,Svaar Men Off White Clogs Men Off White Clogs Sandal,white svaar sandal clog men
688,aadi,"Slides  (Grey, Black 2)",aadi Slides,299.0,3.5,https://www.flipkart.com/aadi-slides/p/itm63147d342bea2,"aadi Slides Slides  (Grey, Black 2)",slide grey black aadi
689,World Wear Footwear,"Exclusive Affordable Collection of Trendy & Stylish Sport Sneakers Shoes Walking Shoes For Men  (Blue, White)",World Wear Footwear Exclusive Affordable Collection of Trendy & Stylish Sport Sneakers Shoes Walking Shoes For Men,249.0,3.9,https://www.flipkart.com/world-wear-footwear-exclusive-affordable-collection-trendy-stylish-sport-sneakers-shoes-walking-men/p/itme8319593f9574,"World Wear Footwear Exclusive Affordable Collection of Trendy & Stylish Sport Sneakers Shoes Walking Shoes For Men Exclusive Affordable Collection of Trendy & Stylish Sport Sneakers Shoes Walking Shoes For Men  (Blue, White)",exclus men world footwear afford sport shoe trendi wear walk collect white sneaker blue stylish
690,BRUTON,!Combo Pack Of 2 Casual Shoes! Sneakers For Men  (Blue),BRUTON !Combo Pack Of 2 Casual Shoes! Sneakers For Men,399.0,3.7,https://www.flipkart.com/bruton-combo-pack-2-casual-shoes-sneakers-men/p/itm108ab66174980,BRUTON !Combo Pack Of 2 Casual Shoes! Sneakers For Men !Combo Pack Of 2 Casual Shoes! Sneakers For Men  (Blue),pack sneaker casual shoe blue men bruton combo
691,kardam&sons,Fashionable Canvas Casual Partywear Outdoor Sneakers white Shoes Sneakers For Men  (White),kardam&sons Fashionable Canvas Casual Partywear Outdoor Sneakers white Shoes Sneakers For Men,449.0,3.8,https://www.flipkart.com/kardam-sons-fashionable-canvas-casual-partywear-outdoor-sneakers-white-shoes-men/p/itmd57a24541d5c2,kardam&sons Fashionable Canvas Casual Partywear Outdoor Sneakers white Shoes Sneakers For Men Fashionable Canvas Casual Partywear Outdoor Sneakers white Shoes Sneakers For Men  (White),son outdoor partywear white sneaker kardam casual shoe canva men fashion
692,Skechers,GLIDE-STEP SPORT-NEW APPEAL Running Shoes For Men  (Navy),Skechers GLIDE-STEP SPORT-NEW APPEAL Running Shoes For Men,2759.0,4.3,https://www.flipkart.com/skechers-glide-step-sport-new-appeal-running-shoes-men/p/itmfe21ab536add9,Skechers GLIDE-STEP SPORT-NEW APPEAL Running Shoes For Men GLIDE-STEP SPORT-NEW APPEAL Running Shoes For Men  (Navy),navi shoe run appeal skecher men
694,Kraasa,Loafers For Men  (Grey),Kraasa Loafers For Men,449.0,3.7,https://www.flipkart.com/kraasa-loafers-men/p/itm10211e9298478,Kraasa Loafers For Men Loafers For Men  (Grey),kraasa grey men loafer
695,AMICO,Men Brown Casual Sandal,AMICO Men Brown Casual,456.0,3.8,https://www.flipkart.com/amico-men-brown-casual/p/itm6feedbcf20368,AMICO Men Brown Casual Men Brown Casual Sandal,brown sandal amico men casual
696,'Trends',Casual sneaker fashionable shoes for men. Sneakers For Men  (White),'Trends' Casual sneaker fashionable shoes for men. Sneakers For Men,471.0,3.6,https://www.flipkart.com/trends-casual-sneaker-fashionable-shoes-men-sneakers-men/p/itm4c27647313057,'Trends' Casual sneaker fashionable shoes for men. Sneakers For Men Casual sneaker fashionable shoes for men. Sneakers For Men  (White),white sneaker sneaker shoe fashion men casual
697,CAMPUS,HURRICANE Running Shoes For Men  (Black),CAMPUS HURRICANE Running Shoes For Men,717.0,4.3,https://www.flipkart.com/campus-hurricane-running-shoes-men/p/itmde24f617a5ae4,CAMPUS HURRICANE Running Shoes For Men HURRICANE Running Shoes For Men  (Black),campu hurrican shoe run black men
698,LIBERTY,Men Grey Clogs Sandal,LIBERTY Men Grey Clogs,545.0,4.1,https://www.flipkart.com/liberty-men-grey-clogs/p/itmd918f1f17d2c5,LIBERTY Men Grey Clogs Men Grey Clogs Sandal,liberti grey sandal clog men
699,density,Men Navy Sandal,density Men Navy Sandals,469.0,4.0,https://www.flipkart.com/density-men-navy-sandals/p/itm8822fa05fc734,density Men Navy Sandals Men Navy Sandal,navi densiti sandal men sandal
700,BIRDE,Men Navy Sandal,BIRDE Men Navy Sandals,249.0,3.8,https://www.flipkart.com/birde-men-navy-sandals/p/itm7a09c68fa7feb,BIRDE Men Navy Sandals Men Navy Sandal,navi bird sandal men sandal
701,Aqualite,"Men Comfort, Anti-Skid White Clogs Sandal","Aqualite Comfort, Anti-Skid Men White Clogs",499.0,4.1,https://www.flipkart.com/aqualite-comfort-anti-skid-men-white-clogs/p/itmf1aec34895541,"Aqualite Comfort, Anti-Skid Men White Clogs Men Comfort, Anti-Skid White Clogs Sandal",comfort white aqualit sandal clog men
702,Magnolia,Sneakers For Men  (Black),Magnolia Sneakers For Men,499.0,3.8,https://www.flipkart.com/magnolia-sneakers-men/p/itm5160316c9ee0f,Magnolia Sneakers For Men Sneakers For Men  (Black),magnolia sneaker black men
703,Elevarse,Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Walking Shoes For Men  (Black),Elevarse Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Walking Shoes For Men,235.0,3.8,https://www.flipkart.com/elevarse-mesh-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-walking-shoes-men/p/itm5027649d148bc,Elevarse Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Walking Shoes For Men Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Walking Shoes For Men  (Black),mesh walk elevars use shoe black men
704,aadi,Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| Loafer Loafers For Men  (Black),aadi Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| Loafer Loafers For Men,449.0,4.0,https://www.flipkart.com/aadi-synthetic-lightweight-premiun-comfort-summer-tendy-outdoor-loafer-loafers-men/p/itm22b4753e341d0,aadi Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| Loafer Loafers For Men Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| Loafer Loafers For Men  (Black),summer black men loafer aadi loafer
705,aadi,"Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| For Men  (White, Black)",aadi Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| For Men,499.0,3.9,https://www.flipkart.com/aadi-synthetic-lightweight-premiun-comfort-summer-tendy-outdoor-men/p/itmcf3422500606f,"aadi Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| For Men Synthetic| Lightweight| Premiun| Comfort| Summer Tendy| Outdoor| For Men  (White, Black)",summer white black men aadi
706,KILLER,Running Shoes For Men  (Blue),KILLER Running Shoes For Men,976.0,4.0,https://www.flipkart.com/killer-running-shoes-men/p/itmc7e89edbcaf4e,KILLER Running Shoes For Men Running Shoes For Men  (Blue),killer shoe blue run men
707,asian,"Delta-21 Grey Sports,Walking,Casual, Running Shoes For Men  (Grey)","asian Delta-21 Grey Sports,Walking,Casual, Running Shoes For Men",749.0,3.9,https://www.flipkart.com/asian-delta-21-grey-sports-walking-casual-gym-running-shoes-men/p/itm852b944a3e706,"asian Delta-21 Grey Sports,Walking,Casual, Running Shoes For Men Delta-21 Grey Sports,Walking,Casual, Running Shoes For Men  (Grey)",asian walk grey shoe sport run men casual
708,BEEROCK,Oxygen Running Shoes For Men  (Black),BEEROCK Oxygen Running Shoes For Men,499.0,4.0,https://www.flipkart.com/beerock-oxygen-running-shoes-men/p/itmfhgh9zzebefbw,BEEROCK Oxygen Running Shoes For Men Oxygen Running Shoes For Men  (Black),shoe beerock oxygen run black men
709,Frringo,Flip Flops  (Green 7),Frringo Flip Flops,277.0,3.8,https://www.flipkart.com/frringo-flip-flops/p/itm4337dd5c783e3,Frringo Flip Flops Flip Flops  (Green 7),frringo green flop flip
710,BIRDE,"Stylish Comfortable Lightweight, Breathable Black Running shoes Walking Shoes For Men  (Black)","BIRDE Stylish Comfortable Lightweight, Breathable Black Running shoes Walking Shoes For Men",299.0,3.8,https://www.flipkart.com/birde-stylish-comfortable-lightweight-breathable-black-running-shoes-walking-men/p/itmf28c100818d22,"BIRDE Stylish Comfortable Lightweight, Breathable Black Running shoes Walking Shoes For Men Stylish Comfortable Lightweight, Breathable Black Running shoes Walking Shoes For Men  (Black)",stylish walk breathabl comfort shoe run bird black men lightweight
711,World Wear Footwear,"Trendy Stylish Comfortable & Lightweight, Casual High Tops Sneakers Shoes Sneakers For Men  (Black, White)","World Wear Footwear Trendy Stylish Comfortable & Lightweight, Casual High Tops Sneakers Shoes Sneakers For Men",399.0,3.9,https://www.flipkart.com/world-wear-footwear-trendy-stylish-comfortable-lightweight-casual-high-tops-sneakers-shoes-men/p/itm98336ff1bad6e,"World Wear Footwear Trendy Stylish Comfortable & Lightweight, Casual High Tops Sneakers Shoes Sneakers For Men Trendy Stylish Comfortable & Lightweight, Casual High Tops Sneakers Shoes Sneakers For Men  (Black, White)",wear world white sneaker comfort shoe high footwear top black men trendi lightweight stylish casual
712,Sparx,"SM-676 Running Shoes For Men  (Black, Orange)",Sparx SM-676 Running Shoes For Men,1189.0,4.1,https://www.flipkart.com/sparx-sm-676-running-shoes-men/p/itm2b3407879f191,"Sparx SM-676 Running Shoes For Men SM-676 Running Shoes For Men  (Black, Orange)",orang sparx shoe run black men
713,ATOM,Casuals For Men  (Black),ATOM Casuals For Men,1595.0,4.5,https://www.flipkart.com/atom-casuals-men/p/itm74ce4c7c2d4b9,ATOM Casuals For Men Casuals For Men  (Black),atom casual black men
714,AJANTA,Casual Loafers For Men  (Black),AJANTA Casual Loafers For Men,293.0,4.0,https://www.flipkart.com/ajanta-casual-loafers-men/p/itm6c946ce890f9e,AJANTA Casual Loafers For Men Casual Loafers For Men  (Black),casual ajanta black men loafer
717,Monoction,New Slipper Home ware bathroom slipper flexiable for men Slippers  (White 10),Monoction New Slipper Home ware bathroom slipper flexiable for men Slippers,242.0,3.6,https://www.flipkart.com/monoction-new-slipper-home-ware-bathroom-flexiable-men-slippers/p/itmfa64aa32d47cd,Monoction New Slipper Home ware bathroom slipper flexiable for men Slippers New Slipper Home ware bathroom slipper flexiable for men Slippers  (White 10),ware home flexiabl bathroom white new monoct slipper slipper men
718,density,"Men Black, Grey Casual Sandal","density Men Black, Grey Casual",499.0,4.0,https://www.flipkart.com/density-men-red-grey-casual/p/itm31a5b374c8494,"density Men Black, Grey Casual Men Black, Grey Casual Sandal",grey densiti black sandal men casual
719,KILLER,Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Daily Use Loafers For Men  (Black),KILLER Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Daily Use Loafers For Men,629.0,3.8,https://www.flipkart.com/killer-synthetic-leather-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-loafers-men/p/itmb5dba69be0705,KILLER Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Daily Use Loafers For Men Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Daily Use Loafers For Men  (Black),killer use leather synthet black men loafer
720,aadi,Men Black Sandal,aadi Men Black Sandals,399.0,3.9,https://www.flipkart.com/aadi-men-black-sandals/p/itm7c2120415760e,aadi Men Black Sandals Men Black Sandal,sandal black men aadi sandal
721,Health Raksha,Acupressure Slippers/Therapy Foot Relaxing/Yoga Fitness Massage/Orthotic Reflexology Sandals/Acupoint Massage for Men and Women Slides  (Black 9),Health Raksha Acupressure Slippers/Therapy Foot Relaxing/Yoga Fitness Massage/Orthotic Reflexology Sandals/Acupoint Massage for Men and Women Slides,365.0,3.7,https://www.flipkart.com/health-raksha-acupressure-slippers-therapy-foot-relaxing-yoga-fitness-massage-orthotic-reflexology-sandals-acupoint-massage-men-women-slides/p/itme691a0a9c96c6,Health Raksha Acupressure Slippers/Therapy Foot Relaxing/Yoga Fitness Massage/Orthotic Reflexology Sandals/Acupoint Massage for Men and Women Slides Acupressure Slippers/Therapy Foot Relaxing/Yoga Fitness Massage/Orthotic Reflexology Sandals/Acupoint Massage for Men and Women Slides  (Black 9),reflexolog foot massag raksha slide health fit black men woman acupressur
722,SFR,"Men Grey, Orange Clogs Sandal","SFR Men Grey, Orange Clogs",249.0,4.0,https://www.flipkart.com/sfr-men-grey-orange-clogs/p/itm23ed71a06cffa,"SFR Men Grey, Orange Clogs Men Grey, Orange Clogs Sandal",orang sfr grey sandal clog men
